framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1665.58	2020.65	1665.58	0.0002	19.8	98.4	100	100	90	17.85	109.4	36.47	0	1008.38	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	13657	2.39	222256	67534	2	91.68	3.29	10643	261	1955.21	2485.62	1955.21	0.0001	27.8	96	100	100	90	13.74	109.6	19.1	0	986.64	0	-0.008	13	888	489	89	604.48	30872.93
jquery	True	1160	2.26	100009	34722	1	99.5	2.88	1605	118	1824.67	2023.7	1824.67	0.1459	0	92	100	99.2	90	14.95	89.6	29.87	0	983.2	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	733	2.21	60102	15752	1	98.82	3.82	1595	118	1549.62	1856.84	1549.62	0.055	1.2	99	96	100	90	13.45	119.6	39.87	0	985.78	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1210.57	1695.17	1210.57	0.0001	0	100	100	100	100	14.8	119.7	20.78	0	990.93	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	758	2.18	27622	10088	1	100	2.74	1023	104	1361.53	1668.89	1361.53	0.0001	0	99.6	100	100	90	14.95	129.3	22.38	0	980.22	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1317	2.25	91158	34628	13	100	2.63	1600	117	1402.86	2125.73	1402.86	1.0074	0	74	96	100	90	15.35	109.7	36.57	0	1001.61	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1313	2.31	158538	50256	1	100	3.15	1023	105	1949.64	2254.87	1949.64	0.0001	162.3	93.2	100	100	90	13.95	114.6	38.2	0	982.86	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1110	2.18	26458	9243	1	100	2.86	1592	117	1360.52	1545.98	1360.52	0.0001	0	99.6	100	100	90	15.38	114.6	38.2	0	976.82	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3047	2.27	117670	38610	11	68.6	3.05	1023	104	1668.24	2025.64	1668.24	0	0	98.4	100	96	90	18.35	34.9	11.63	0	982.61	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.48	1548.31	1246.48	0.146	0	94	100	96	90	14.93	104.6	34.87	0	984.65	0	-0.02	3	560	426	74	71.69	20768.9
vanjs	True	656	2.17	17211	5999	1	96.97	2.87	1024	104	1212.79	1396.59	1212.79	0.0001	0	100	100	100	90	13.8	104.7	34.9	0	987.54	0	0	3	743	388	76	74.17	22895.14
vue	True	1329	2.23	76585	29349	1	100	2.61	1584	118	1596.22	1852.13	1596.22	0.0001	0	99	100	100	90	15.02	129.4	43.13	0	984.07	0	-0.006	11	677	217	57	686.46	10853.47
